original_word,new_word,Province
化成街道,凤凰街道,江西省
湖田乡,凤凰街道,江西省
灵泉街道,凤凰街道,江西省
萍乡镇,凤凰街道,江西省
白雀乡,凤凰街道,浙江省
龙溪乡,凤凰街道,浙江省
坊子镇,凤凰街道,山东省
沟西镇,凤凰街道,山东省
李海务镇,凤凰街道,山东省
凤凰乡,凤凰镇,广西壮族自治区
凤凰乡,凤凰镇,安徽省
凤和乡,仁和镇,
汕尾镇,凤山,广东省
汕尾镇,香洲，新港,广东省
前山街道,凤山街道,广东省
凤村乡,利店镇,
凤来镇,金家镇,四川省
凤来乡,凤来镇,重庆市
凤石公社,凤石乡,
三合街道,凤羽街道,贵州省
凤营乡,鹿厂镇,
凤陵乡,宝飞镇,
凤鸣乡,草坝镇,四川省
合江镇,草坝镇,四川省
凤鸣镇,凤鸣街道,四川省
凤鸣镇,全安镇,四川省
复安乡,凤鸣镇,四川省
观凤乡,凤鸣镇,四川省
凤鸣乡,凤鸣镇,四川省
凤桥乡,风鸣镇,重庆市
凤鸣乡,风鸣镇,重庆市
里市乡,风鸣镇,重庆市
则拉乡,玉田镇,
纳雍县,利园街道,
利港镇,利港街道,
前所公社,前所乡,山西省
前所乡,泸沽湖镇,四川省
前进公社,前进乡,吉林省
前进乡,田坝镇,四川省
乐安寺乡,乐安镇,四川省
前进乡,乐安镇,四川省
前进乡,前进区,黑龙江省
南站街道,名为前进街道,吉林省
东圃镇,前进街道,广东省
前进街人民政府,前进街道,湖北省
前进乡,前进镇,黑龙江省
前进镇,高沟镇,江苏省
前进镇,临邛街道,四川省
云安县,云安区,广东省
前锋乡,前锋镇,江苏省
涂沟镇,前锋镇,江苏省
淮胜乡,前锋镇,江苏省
白马湖乡,前锋镇,江苏省
前锋镇,建平镇,四川省
城北街道,城厢街道,四川省
努力乡,元坝镇,
太平区,道外区,黑龙江省
一零八街道,化机街道,
化龙乡,官盛镇,四川省
方坪乡,官盛镇,四川省
九龙镇,九龙街道,
九龙镇,朝阳街道,
北城乡,九龙街道,
北城乡,朝阳街道,
大石乡,九龙街道,
大石乡,朝阳街道,
朝阳乡,九龙街道,
朝阳乡,朝阳街道,
营上镇,北安街道,山东省
北极乡,大河镇,
府山街道,北海街道,浙江省
北海街道,津桥街道,辽宁省
北海街道,三涧堡街道,辽宁省
北湖街道,西乡塘区,广西壮族自治区
北湖办公室,北湖街道,湖北省
大姜镇,北郊镇,山东省
北郊镇,碧峰峡镇,四川省
北门乡,思依镇,四川省
北陶官街道,繁荣街道,
十里坝街道,新市街道,
千佛场,千佛乡,四川省
千佛乡,贵福镇,四川省
柏水乡,贵福镇,四川省
千秋乡,伏虎镇,四川省
福金街道,千金街道,辽宁省
高峰公社,升平镇,云南省
升平乡,升平镇,黑龙江省
升平镇,九尺镇,四川省
升平镇三,飞来峡镇,广东省
江口镇,飞来峡镇,广东省
高田,飞来峡镇,广东省
华光乡,仙林镇,四川省
政社分开,华光乡,黑龙江省
华兴乡,华兴镇,福建省
华兴乡,华兴镇,重庆市
华兴镇,吉安镇,四川省
亚明街道,华山街道,辽宁省
北门街道办事处,华山街道,云南省
华山街道办事,华山街道,云南省
武成街道办事,华山街道,云南省
盘龙区环城街道,华山街道,云南省
华山镇,华山街道,辽宁省
套楼镇,华山镇,江苏省
五方乡,华山镇,陕西省
华蓥乡,坛同镇,
协和乡,紫河镇,四川省
公兴街道,怡心街道,
协,怡心街道,
街道,怡心街道,
协和乡,协和镇,四川省
卓克基镇,马尔康镇,
南哨街道,利州街道,
南塔街道,沈河区,辽宁省
青年路居民委员会,白鹿洞街道,湖南省
南安公社,南安乡,江西省
南安乡,木城镇,四川省
迎江乡,木城镇,四川省
龙沱乡,木城镇,四川省
南宋乡,南宋镇,山西省
南宋乡,南宋镇,浙江省
南山乡,禹山镇,湖南省
终南乡,禹山镇,湖南省
南山街道,大渡口街道,四川省
河沥溪镇,南山街道,安徽省
南山办事处,南山街道,广东省
北票镇,南山街道,辽宁省
南山街道,太平街道,辽宁省
五里乡,南山镇,广东省
城南乡,南山镇,广东省
南山市,南山区,福建省
南山乡,南山镇,福建省
南山镇,南华镇,四川省
南岳乡,南岳镇,四川省
白龙村,南山村,湖南省
虹桥镇,南岳镇,浙江省
虹桥镇,蒲岐镇,浙江省
南桥乡,长寿镇,湖南省
黄金洞乡,长寿镇,湖南省
南江乡,长乐镇,四川省
南河乡,锦屏镇,四川省
叶集乡,南河乡,湖北省
同兴乡,南河乡,湖北省
姜岭乡,南河乡,湖北省
南湖公社,南湖街道,辽宁省
桂林街道,南湖街道,吉林省
南湖街道,莫愁湖街道,江苏省
滨湖街道,莫愁湖街道,江苏省
南湖镇,南湖街道,江苏省
南滩镇,石龙镇,
南燕乡,罗家镇,
南田坪乡,坝塘镇,
南苑乡,南苑街道,
南阳乡,罗城镇,四川省
金石井镇,罗城镇,四川省
南阳公社,南阳乡,山西省
南阳公社,南阳乡,江西省
南阳公社,南阳乡,福建省
南阳镇,南阳街道,浙江省
南风乡,响滩镇,
南麂镇,鳌江镇,
梅源乡,鳌江镇,
梅溪乡,鳌江镇,
西湾乡,鳌江镇,
钱仓镇,鳌江镇,
申港街道,南汇新城镇,上海市
芦潮港镇,南汇新城镇,上海市
板桥镇,板桥街道,云南省
城关镇,沤江镇,湖南省
黄洞乡,沤江镇,湖南省
顶效乡,顶效镇,
参宝镇,白沙镇,
中华街道,友好街道,辽宁省
分赵庄街道,友谊街道,河北省
红卫区,桥西区,河北省
友谊乡,友谊街道,辽宁省
民政街道,友谊街道,辽宁省
宝山镇,友谊路街道,上海市
双丰镇,双丰街道,黑龙江省
双河乡,双丰镇,陕西省
双丰公社,双丰镇,黑龙江省
双乐乡,景福镇,
南安乡,双城镇,甘肃省
双城乡,双城镇,甘肃省
双堡乡,禾加镇,
识经镇,禾加镇,
钓鱼台街道,双塘街道,江苏省
双塘镇,双塘街道,湖南省
徐塘庄乡,双塘镇,江苏省
高塘乡,双塘镇,江苏省
双峰公社,双峰乡,四川省
者相镇,双峰街道,
双庆乡,日兴镇,四川省
双店乡,吉安镇,
双拱镇,石河镇,
双林乡,老林镇,
双桂乡,侯家镇,四川省
双桂乡,天池镇,四川省
娄底市,娄星区,湖南省
双江镇,双江街道,重庆市
双江镇,双江街道,云南省
双江镇,双江街道,贵州省
双江乡,双江镇,广西壮族自治区
双江乡,双江镇,广东省
传素瑶族乡,双江镇,湖南省
马龙乡,双江镇,湖南省
双江公社,双江镇,重庆市
双江镇,金井镇,湖南省
双河公社,双河乡,吉林省
双河乡,来复镇,四川省
双河乡,河地镇,四川省
双河公社,双河乡,重庆市
双河口乡,柑子乡,
双河镇,双河街道,四川省
城关镇,双河街道,贵州省
双河镇,双河街道,重庆市
中滩乡,双河镇,内蒙古自治区
双河公社,双河镇,吉林省
富兴乡,双河镇,四川省
新兴乡,双河镇,四川省
双河镇,普光镇,四川省
土主镇,普光镇,四川省
九十铺乡,双河镇,安徽省
新塘乡,双河镇,安徽省
双河乡,双河镇,河南省
双河乡,双河镇,重庆市
庙坪乡,双河镇,陕西省
双河乡,双河镇,陕西省
双河乡,双河镇,黑龙江省
双河公社,双河镇,黑龙江省
友谊乡,双河镇,内蒙古自治区
新丰乡,双河镇,内蒙古自治区
马场地乡,双河镇,内蒙古自治区
宋家镇,双河镇,四川省
罗依乡,双河镇,四川省
双河区,双河镇,湖北省
双泉乡公社,双泉乡,重庆市
双泉乡,铁佛镇,四川省
双泉乡,双泉镇,黑龙江省
双洛乡,青狮镇,
东岳乡,东岳镇,四川省
双溪乡,东岳镇,四川省
双溪乡,观音镇,四川省
双溪公社,双溪乡,浙江省
双溪乡,九襄镇,四川省
大田乡,九襄镇,四川省
双溪乡,骆市镇,四川省
双溪乡,舜峰镇,湖南省
双溪口乡,双溪口镇,湖南省
双溪桥乡,谢家垭乡,
双溪镇,双溪街道,
水南镇,双溪街道,
双溪乡,双溪镇,福建省
双溪镇,"
大河镇
",陕西省
双溪镇,成双溪镇,陕西省
水磨镇,成双溪镇,陕西省
双溪镇,黔城镇,湖南省
土溪乡,黔城镇,湖南省
红岩乡,黔城镇,湖南省
双盘乡,金城镇,
巴彦包特乡,双胜镇,内蒙古自治区
向阳乡,双胜镇,内蒙古自治区
岐山乡,双胜镇,四川省
双胜乡,双胜镇,四川省
双胜镇,忠孝乡,四川省
双腾镇,筠连镇,
双鹿乡,得胜镇,
双鹿乡,驷马镇,
双龙公社,双龙乡,重庆市
保丰乡,双龙乡,贵州省
双龙区,双龙乡,贵州省
双龙乡,复兴厂镇,湖南省
双龙乡,双龙街道,云南省
新村乡,双龙镇,四川省
檬双乡,双龙镇,四川省
龙滩乡,双龙镇,四川省
三道河乡,双龙镇,内蒙古自治区
沙海子乡,双龙镇,内蒙古自治区
双龙乡,双龙镇,吉林省
双龙乡,双龙镇,河南省
双龙乡,双龙镇,甘肃省
双龙乡,双龙镇,重庆市
双龙区,双龙镇,重庆市
东香乡,双龙镇,陕西省
双龙乡,双龙镇,陕西省
龙泉乡,双龙镇,陕西省
天鞍乡,双龙镇,四川省
彭城乡,双龙镇,四川省
双龙镇,龙台镇,四川省
高店乡,龙台镇,四川省
骝马镇,双龙镇,四川省
双龙乡,双龙镇,湖南省
古仑乡,大荆镇,
元通镇,文宫镇,
古佛乡,文宫镇,
板燕乡,文宫镇,
古佳乡,河口镇,
北辛安街道,古城街道,北京市
经邵二台乡,古城街道,辽宁省
滦州镇,古城街道,河北省
西城街道,古城街道,河南省
古城镇,古城街道,河南省
泌水镇,古城街道,河南省
盘古乡,古城街道,河南省
古城乡,古城街道,河南省
城关镇,古城街道,浙江省
双树乡,古城街道,辽宁省
北洛镇,古城街道,山东省
古城乡,古城街道,山东省
金钟镇,古城街道,云南省
金钟镇,宝云街道,云南省
金钟镇,金钟街道,云南省
古城乡,古城镇,广西壮族自治区
古城乡,古城镇,宁夏回族自治区
古城乡,古城镇,云南省
古城乡,古城镇,内蒙古自治区
永圣域乡,古城镇,内蒙古自治区
广兴乡,古城镇,安徽省
杨塘乡,古城镇,安徽省
龙山乡,古城镇,安徽省
古城乡,古城镇,安徽省
下神峪乡,古城镇,山西省
山阴城镇,古城镇,山西省
古城公社,古城镇,山西省
傅庄乡,古城镇,河北省
古城乡,古城镇,河南省
校尉乡,古城镇,甘肃省
古城乡,古城镇,福建省
古城乡,古城镇,陕西省
三郎乡,古城镇,陕西省
二郎乡,古城镇,陕西省
原堰口镇,古城镇,陕西省
古城人民公社,古城镇,黑龙江省
古城乡,古城镇,甘肃省
业主沟乡,古城镇,辽宁省
拐磨子镇,古城镇,辽宁省
古城镇,三道堰镇,四川省
页山河乡,古城镇,陕西省
古店乡,集凤镇,四川省
石泉乡,集凤镇,四川省
黄河街道,古楚街道,
古罗镇,观音镇,
鱼化镇,龙山镇,四川省
古路乡,石永镇,
土门乡,背孜乡,河南省
鄂城墩街道,台北街道,湖北省
台南街道办事处,台东街道办事处,辽宁省
台南街道办事处,台东街道办事处,
旧县乡,叶邑镇,
合作乡,义路镇,四川省
合兴乡,辑庆镇,四川省
合兴乡,柏林乡,四川省
合兴乡,钟祥镇,四川省
合江区,合江镇,广东省
合江镇,大河镇,贵州省
合江镇,太平街道,四川省
太平镇,太平街道,四川省
合江镇,符阳街道,四川省
合江镇,东平镇,广西壮族自治区
布吉街道,吉华街道,
吉星乡,金河镇,四川省
吉星镇,鸣凤镇,
东丰镇,吉鹿街道,吉林省
同仁乡,新复乡,
双溪乡,双溪镇,四川省
同兴乡,双溪镇,四川省
同兴乡,沙塘湾街道,湖南省
同合乡,三星镇,
新星乡,三星镇,
北牙乡,同德乡,广西壮族自治区
化峒公社,同德乡,广西壮族自治区
同德乡,高院镇,四川省
同石乡,石永镇,
同福镇,田家镇,四川省
太安乡,田家镇,四川省
柳桥镇,田家镇,四川省
双河乡,红星镇,四川省
联江乡,红星镇,四川省
解放乡,红星镇,四川省
后坪镇,南庄坪街道,湖南省
后山镇,石龙镇,四川省
后山乡,后山镇,四川省
后山乡,后山镇,贵州省
后山乡,后山镇,重庆市
桥亭乡,后山镇,重庆市
向阳村街道,弄弄坪街道,四川省
枣子坪街道,弄弄坪街道,四川省
长寿路街道,弄弄坪街道,四川省
西二路街道,向阳街道,江西省
向阳街道革命委员会,向阳街道,吉林省
向阳乡,向阳街道,吉林省
向阳镇,向阳街道办事处,安徽省
程家乡,向阳街道,陕西省
夯沙乡,吕洞山,
城东街道,启明街道,湖南省
双园镇,吴集镇,湖南省
红坪镇,吴集镇,湖南省
周兴镇,普润镇,四川省
周奋乡,沙沟镇,
周家乡,石盘街道,四川省
石桥镇,石盘街道,四川省
石盘镇,石盘街道,四川省
周文庙乡,岩汪湖镇,
大南湖乡,岩汪湖镇,
五里湾乡,周河镇,陕西省
和乐乡,望江乡,四川省
和兴乡,和兴镇,河南省
和平乡,李家镇,四川省
和平公社,和平乡,福建省
和平公社,和平乡,黑龙江省
丹洲镇,和平乡,广西壮族自治区
和平镇,和平街道,四川省
夹河街道,和平街道,江苏省
西苑街道,和平街道,江苏省
和平乡,和平街道,湖北省
东方社区居民委员会,佳和社区居民委员会,山东省
兴工公社革委会,和平街道,辽宁省
爱彝族乡,红格镇,四川省
益民乡,红格镇,四川省
咏生乡,加义镇,
哇尔玛乡,阿坝镇,
哈曲乡,黑竹沟镇,
唐元镇,唐昌镇,
唐家铺乡,谢家铺镇,
伊洛街道，工业区街道,商城街道,
槐新街道,商城街道,
嘉禾乡,有庆镇,四川省
嘉陵乡,坪滩镇,
四公镇,汪洋镇,
松峰乡,汪洋镇,
涂家乡,汪洋镇,
四合公社,四合乡,四川省
四合公社,四合乡,黑龙江省
四合乡,马踏镇,四川省
张家镇,四合镇,四川省
华东镇,四合镇,辽宁省
四喜乡,小桥镇,
沙坝乡,神门乡,四川省
双流县,金花镇,四川省
中里镇,上里镇,
四方溪乡,龙潭坪镇,湖南省
苦竹坪乡,龙潭坪镇,湖南省
四海乡,合流镇,
四烈乡,庆岭镇,
四龙乡,流马镇,
回林乡,火炬镇,
回水乡,明月镇,四川省
龙溪乡,回澜镇,四川省
回澜镇,方亭街道,四川省
回龙乡,丹山镇,四川省
回龙公社,回龙乡,福建省
回龙河街道,河西街道,
增产乡,回龙镇,四川省
回龙乡,回龙镇,四川省
新房乡,回龙镇,四川省
回龙乡,回龙镇,山西省
回龙乡,回龙镇,广东省
撤区公所,回龙镇,广东省
回龙乡,回龙镇,广西壮族自治区
区,回龙镇,湖北省
小乡,回龙镇,湖北省
回龙乡,回龙镇,重庆市
回龙乡,回龙镇,陕西省
石庙乡,回龙镇,四川省
回龙乡,"回
龙镇",四川省
回龙区公所,"回
龙镇",四川省
杨家崴子街道,名为团山街道,吉林省
团结乡,秦溪镇,四川省
团结公社,团结乡,吉林省
团结公社,团结乡,四川省
团结镇,团结街道,云南省
团结镇,团结街道,四川省
团结乡,团结镇,新疆维吾尔自治区
团结乡,团结镇,黑龙江省
联合乡,团结镇,内蒙古自治区
团结乡,团结镇,四川省
团结镇，道二乡，花垣镇,花垣镇,湖南省
横岗街道,园山街道,
土主镇,土主街道,
石龙乡,土主镇,四川省
土地乡,富牛镇,四川省
土地公社,土地乡,重庆市
土地乡,汾市镇,湖南省
土城子乡,土城镇,河北省
张百万乡,土城镇,河北省
通省乡,土城镇,湖北省
土城乡,土城镇,重庆市
土门乡,新场镇,四川省
土门乡,李渡镇,四川省
坝街乡,都江镇,贵州省
榆关镇,坟坨镇,
深河乡,坟坨镇,
坪上乡,安平镇,湖南省
坪坝乡,沙岱乡,
克觉乡,莫红乡,四川省
坪头乡,莫红乡,四川省
坪头公社,坪头乡,山西省
坪河乡,永清镇,四川省
坪河乡,坪河镇,
垭口乡,江南街道,
垭口镇,撒莲镇,四川省
城东乡,蒙阳街道,四川省
蒙阳镇 ,蒙阳街道,四川省
来宾镇,城东街道,广西壮族自治区
城南街道,城东街道,四川省
城东乡,城东街道,安徽省
博兴镇,城东街道,山东省
八步街道,城东街道,广西壮族自治区
三里墩居委会,学田街道,江苏省
太平镇东城办事处,城东街道,浙江省
锦屏镇,城东街道,浙江省
乐成镇,城东街道,浙江省
